Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
21.5920       -382.1782    -402.6926      20.5144  2479.8
21.5940       -382.1753    -402.8965      20.7211  2504.8
21.5960       -382.1691    -402.8511      20.6820  2500.0
21.5980       -382.1615    -402.6403      20.4788  2475.5
21.6000       -382.1469    -402.3853      20.2385  2446.4
21.6020       -382.1292    -402.2368      20.1076  2430.6
21.6040       -382.1165    -402.3121      20.1956  2441.3
21.6060       -382.1123    -402.6232      20.5108  2479.4
21.6080       -382.1197    -403.0746      20.9548  2533.0
21.6100       -382.1371    -403.4987      21.3616  2582.2
21.6120       -382.1610    -403.7063      21.5453  2604.4
21.6140       -382.1791    -403.5518      21.3727  2583.5
21.6160       -382.1869    -403.0210      20.8342  2518.4
21.6180       -382.1811    -402.2109      20.0298  2421.2
21.6200       -382.1588    -401.2683      19.1095  2310.0
21.6220       -382.1188    -400.3456      18.2267  2203.3
21.6240       -382.0583    -399.5895      17.5312  2119.2
21.6260       -381.9852    -399.1658      17.1806  2076.8
21.6280       -381.9139    -399.2072      17.2933  2090.4
21.6300       -381.8597    -399.7068      17.8471  2157.4
21.6320       -381.8239    -400.4582      18.6344  2252.5
21.6340       -381.7990    -401.1544      19.3555  2339.7
21.6360       -381.7748    -401.5578      19.7830  2391.4
21.6380       -381.7462    -401.6283      19.8821  2403.4
21.6400       -381.7161    -401.5120      19.7959  2392.9
21.6420       -381.6879    -401.4092      19.7212  2383.9
21.6440       -381.6641    -401.4680      19.8039  2393.9
21.6460       -381.6460    -401.7483      20.1023  2430.0
21.6480       -381.6349    -402.2508      20.6159  2492.1
21.6500       -381.6379    -402.9468      21.3089  2575.8
21.6520       -381.6551    -403.7726      22.1175  2673.6
21.6540       -381.6902    -404.6516      22.9615  2775.6
21.6560       -381.7424    -405.4902      23.7477  2870.6
21.6580       -381.8122    -406.1851      24.3729  2946.2
21.6600       -381.8926    -406.6181      24.7256  2988.8
21.6620       -381.9725    -406.7046      24.7322  2989.6
21.6640       -382.0456    -406.4646      24.4190  2951.8
21.6660       -382.1137    -406.0102      23.8965  2888.6
21.6680       -382.1765    -405.4537      23.2772  2813.8
21.6700       -382.2350    -404.8317      22.5967  2731.5
21.6720       -382.2753    -404.0937      21.8184  2637.4
21.6740       -382.2913    -403.2411      20.9499  2532.4
21.6760       -382.2849    -402.3918      20.1069  2430.5
21.6780       -382.2572    -401.7471      19.4898  2355.9
21.6800       -382.2251    -401.5429      19.3178  2335.1
21.6820       -382.2044    -401.8926      19.6882  2379.9
21.6840       -382.2016    -402.6866      20.4850  2476.2
21.6860       -382.2160    -403.6492      21.4331  2590.8
21.6880       -382.2429    -404.4776      22.2347  2687.7
21.6900       -382.2829    -404.9502      22.6673  2740.0
21.6920       -382.3201    -404.9369      22.6168  2733.9
21.6940       -382.3481    -404.4695      22.1214  2674.0
21.6960       -382.3607    -403.7273      21.3665  2582.8
21.6980       -382.3613    -402.9624      20.6011  2490.3
21.7000       -382.3560    -402.3795      20.0234  2420.4
21.7020       -382.3512    -402.0319      19.6807  2379.0
21.7040       -382.3413    -401.8088      19.4675  2353.2
21.7060       -382.3165    -401.5745      19.2579  2327.9
21.7080       -382.2796    -401.3187      19.0391  2301.5
21.7100       -382.2412    -401.1331      18.8918  2283.7
21.7120       -382.2018    -401.0995      18.8977  2284.4
21.7140       -382.1639    -401.2750      19.1111  2310.2
21.7160       -382.1347    -401.6813      19.5466  2362.8
21.7180       -382.1210    -402.2600      20.1390  2434.4
21.7200       -382.1244    -402.8496      20.7252  2505.3
21.7220       -382.1394    -403.2191      21.0797  2548.1
21.7240       -382.1564    -403.1497      20.9932  2537.7
21.7260       -382.1624    -402.5215      20.3590  2461.0
21.7280       -382.1437    -401.3705      19.2268  2324.1
21.7300       -382.0916    -399.9196      17.8280  2155.1
21.7320       -382.0103    -398.5386      16.5283  1998.0
21.7340       -381.9175    -397.5987      15.6812  1895.5
21.7360       -381.8282    -397.2577      15.4294  1865.1
21.7380       -381.7383    -397.3869      15.6486  1891.6
21.7400       -381.6420    -397.7823      16.1403  1951.0
21.7420       -381.5450    -398.3700      16.8251  2033.8
21.7440       -381.4584    -399.2269      17.7685  2147.9
21.7460       -381.4082    -400.4445      19.0363  2301.1
21.7480       -381.3939    -401.8845      20.4907  2476.9
21.7500       -381.4060    -403.2421      21.8361  2639.6
21.7520       -381.4386    -404.2418      22.8031  2756.5
21.7540       -381.4792    -404.7219      23.2427  2809.6
21.7560       -381.5245    -404.6821      23.1576  2799.3
21.7580       -381.5658    -404.2247      22.6589  2739.0
21.7600       -381.5939    -403.5097      21.9158  2649.2
21.7620       -381.6072    -402.7486      21.1413  2555.6
21.7640       -381.6091    -402.1446      20.5355  2482.3
21.7660       -381.6028    -401.8297      20.2269  2445.0
21.7680       -381.5951    -401.8548      20.2598  2449.0
21.7700       -381.5961    -402.1750      20.5788  2487.6
21.7720       -381.6049    -402.6336      21.0287  2542.0
21.7740       -381.6173    -403.0522      21.4349  2591.1
21.7760       -381.6345    -403.3187      21.6841  2621.2
21.7780       -381.6553    -403.3824      21.7271  2626.4
21.7800       -381.6758    -403.2293      21.5534  2605.4
21.7820       -381.6876    -402.8799      21.1923  2561.7
21.7840       -381.6873    -402.4290      20.7418  2507.3
21.7860       -381.6773    -402.0428      20.3655  2461.8
21.7880       -381.6672    -401.8869      20.2198  2444.2
21.7900       -381.6624    -402.0227      20.3603  2461.2
21.7920       -381.6664    -402.3788      20.7125  2503.7
21.7940       -381.6775    -402.7944      21.1168  2552.6
21.7960       -381.6892    -403.1110      21.4218  2589.5
21.7980       -381.7006    -403.2699      21.5693  2607.3
21.8000       -381.7159    -403.3021      21.5862  2609.4
21.8020       -381.7351    -403.2469      21.5117  2600.3
21.8040       -381.7574    -403.1036      21.3462  2580.3
21.8060       -381.7729    -402.8330      21.0601  2545.8
21.8080       -381.7720    -402.4527      20.6807  2499.9
21.8100       -381.7579    -402.1146      20.3567  2460.7
21.8120       -381.7430    -402.0413      20.2983  2453.7
21.8140       -381.7380    -402.3754      20.6375  2494.7
21.8160       -381.7514    -403.0837      21.3323  2578.7
21.8180       -381.7813    -403.9560      22.1747  2680.5
21.8200       -381.8246    -404.7234      22.8988  2768.0
21.8220       -381.8793    -405.1627      23.2833  2814.5
21.8240       -381.9319    -405.1316      23.1997  2804.4
21.8260       -381.9712    -404.6481      22.6769  2741.2
21.8280       -381.9969    -403.9013      21.9044  2647.8
21.8300       -382.0158    -403.1168      21.1011  2550.7
21.8320       -382.0247    -402.4091      20.3844  2464.1
21.8340       -382.0201    -401.7944      19.7743  2390.3
21.8360       -381.9990    -401.2699      19.2709  2329.5
21.8380       -381.9644    -400.8774      18.9129  2286.2
21.8400       -381.9244    -400.6923      18.7679  2268.7
21.8420       -381.8848    -400.7587      18.8739  2281.5
21.8440       -381.8505    -401.0652      19.2147  2322.7
21.8460       -381.8266    -401.5529      19.7262  2384.5
21.8480       -381.8153    -402.1141      20.2988  2453.7
21.8500       -381.8152    -402.6141      20.7989  2514.2
21.8520       -381.8234    -402.9170      21.0937  2549.8
21.8540       -381.8257    -402.9345      21.1088  2551.6
21.8560       -381.8238    -402.7306      20.9068  2527.2
21.8580       -381.8222    -402.4598      20.6376  2494.7
21.8600       -381.8218    -402.2266      20.4047  2466.5
21.8620       -381.8154    -402.0457      20.2303  2445.4
21.8640       -381.8012    -401.9440      20.1428  2434.9
21.8660       -381.7894    -401.9971      20.2078  2442.7
21.8680       -381.7913    -402.2167      20.4254  2469.0
21.8700       -381.8001    -402.4486      20.6485  2496.0
21.8720       -381.8021    -402.4971      20.6950  2501.6
21.8740       -381.7962    -402.3006      20.5044  2478.6
21.8760       -381.7827    -401.9289      20.1463  2435.3
21.8780       -381.7656    -401.5056      19.7400  2386.2
21.8800       -381.7466    -401.1127      19.3661  2341.0
21.8820       -381.7203    -400.7712      19.0508  2302.9
21.8840       -381.6898    -400.4906      18.8008  2272.7
21.8860       -381.6544    -400.2624      18.6080  2249.3
21.8880       -381.6130    -400.0742      18.4613  2231.6
21.8900       -381.5647    -399.9420      18.3773  2221.5
21.8920       -381.5105    -399.9368      18.4262  2227.4
21.8940       -381.4599    -400.1769      18.7171  2262.5
21.8960       -381.4255    -400.7311      19.3056  2333.7
21.8980       -381.4140    -401.5050      20.0910  2428.6
21.9000       -381.4144    -402.2518      20.8374  2518.8
21.9020       -381.4193    -402.7575      21.3382  2579.4
21.9040       -381.4264    -402.9566      21.5301  2602.6
21.9060       -381.4354    -402.9071      21.4717  2595.5
21.9080       -381.4437    -402.7161      21.2724  2571.4
21.9100       -381.4516    -402.4897      21.0382  2543.1
21.9120       -381.4583    -402.2931      20.8348  2518.5
21.9140       -381.4587    -402.1509      20.6922  2501.3
21.9160       -381.4568    -402.0960      20.6392  2494.9
21.9180       -381.4572    -402.1557      20.6985  2502.0
21.9200       -381.4634    -402.3146      20.8512  2520.5
21.9220       -381.4753    -402.4995      21.0242  2541.4
21.9240       -381.4891    -402.6083      21.1192  2552.9
21.9260       -381.4997    -402.5638      21.0641  2546.2
21.9280       -381.5064    -402.3574      20.8510  2520.5
21.9300       -381.5058    -402.0299      20.5241  2481.0
21.9320       -381.4985    -401.6585      20.1600  2436.9
21.9340       -381.4814    -401.3357      19.8543  2400.0
21.9360       -381.4610    -401.1674      19.7064  2382.1
21.9380       -381.4382    -401.2286      19.7904  2392.3
21.9400       -381.4234    -401.5469      20.1235  2432.5
21.9420       -381.4178    -402.0664      20.6486  2496.0
21.9440       -381.4229    -402.6838      21.2609  2570.0
21.9460       -381.4365    -403.2942      21.8577  2642.2
21.9480       -381.4562    -403.8589      22.4027  2708.0
21.9500       -381.4894    -404.4195      22.9300  2771.8
21.9520       -381.5362    -404.9927      23.4566  2835.4
21.9540       -381.5928    -405.5431      23.9502  2895.1
21.9560       -381.6617    -406.0239      24.3622  2944.9
21.9580       -381.7410    -406.3653      24.6244  2976.6
21.9600       -381.8258    -406.4728      24.6470  2979.3
21.9620       -381.9058    -406.2686      24.3628  2945.0
21.9640       -381.9689    -405.7649      23.7960  2876.5
21.9660       -382.0155    -405.1168      23.1013  2792.5
21.9680       -382.0527    -404.5521      22.4994  2719.7
21.9700       -382.0881    -404.2370      22.1489  2677.4
21.9720       -382.1289    -404.1851      22.0562  2666.2
21.9740       -382.1712    -404.2367      22.0655  2667.3
21.9760       -382.2077    -404.1737      21.9660  2655.3
21.9780       -382.2329    -403.8650      21.6321  2614.9
21.9800       -382.2408    -403.3352      21.0944  2549.9
21.9820       -382.2366    -402.7649      20.5283  2481.5
21.9840       -382.2346    -402.3412      20.1066  2430.5
21.9860       -382.2235    -402.0901      19.8666  2401.5
21.9880       -382.2007    -402.0291      19.8284  2396.9
21.9900       -382.1840    -402.2540      20.0701  2426.1
21.9920       -382.1814    -402.7706      20.5892  2488.8
21.9940       -382.1945    -403.4231      21.2285  2566.1
21.9960       -382.2190    -403.9596      21.7406  2628.0
21.9980       -382.2439    -404.1583      21.9143  2649.0
22.0000       -382.2611    -403.9513      21.6903  2621.9
22.0020       -382.2726    -403.4304      21.1577  2557.6
22.0040       -382.2738    -402.7296      20.4559  2472.7
22.0060       -382.2598    -401.9841      19.7243  2384.3
22.0080       -382.2310    -401.3484      19.1174  2310.9
22.0100       -382.1961    -400.9694      18.7733  2269.3
22.0120       -382.1612    -400.9107      18.7496  2266.5
22.0140       -382.1295    -401.1215      18.9920  2295.8
22.0160       -382.1004    -401.4902      19.3897  2343.8
22.0180       -382.0778    -401.9276      19.8498  2399.5
22.0200       -382.0614    -402.3795      20.3182  2456.1
22.0220       -382.0559    -402.8142      20.7583  2509.3
22.0240       -382.0606    -403.1867      21.1261  2553.7
22.0260       -382.0706    -403.4454      21.3748  2583.8
22.0280       -382.0822    -403.5733      21.4910  2597.8
22.0300       -382.0954    -403.5988      21.5035  2599.3
22.0320       -382.1087    -403.5650      21.4563  2593.6
22.0340       -382.1213    -403.5193      21.3980  2586.6
22.0360       -382.1375    -403.4904      21.3528  2581.1
22.0380       -382.1556    -403.4425      21.2869  2573.2
22.0400       -382.1734    -403.2962      21.1228  2553.3
22.0420       -382.1841    -402.9657      20.7816  2512.1
22.0440       -382.1823    -402.4167      20.2344  2445.9
22.0460       -382.1645    -401.6998      19.5353  2361.4
22.0480       -382.1297    -400.9476      18.8179  2274.7
22.0500       -382.0829    -400.3335      18.2506  2206.1
22.0520       -382.0287    -400.0066      17.9779  2173.2
22.0540       -381.9765    -400.0467      18.0702  2184.3
22.0560       -381.9316    -400.4271      18.4955  2235.7
22.0580       -381.8974    -401.0368      19.1395  2313.6
22.0600       -381.8743    -401.7290      19.8547  2400.0
22.0620       -381.8612    -402.3803      20.5191  2480.4
22.0640       -381.8582    -402.9276      21.0693  2546.9
22.0660       -381.8660    -403.3570      21.4909  2597.8
22.0680       -381.8814    -403.6772      21.7958  2634.7
22.0700       -381.9045    -403.9072      22.0027  2659.7
22.0720       -381.9310    -404.0567      22.1256  2674.6
22.0740       -381.9604    -404.1419      22.1815  2681.3
22.0760       -381.9913    -404.1761      22.1848  2681.7
22.0780       -382.0204    -404.1667      22.1463  2677.1
22.0800       -382.0503    -404.1306      22.0803  2669.1
22.0820       -382.0781    -404.0726      21.9945  2658.7
22.0840       -382.1039    -404.0015      21.8976  2647.0
22.0860       -382.1271    -403.9362      21.8091  2636.3
22.0880       -382.1525    -403.8885      21.7360  2627.5
22.0900       -382.1797    -403.8159      21.6362  2615.4
22.0920       -382.2026    -403.6282      21.4257  2589.9
22.0940       -382.2129    -403.2741      21.0612  2545.9
22.0960       -382.2091    -402.8194      20.6104  2491.4
22.0980       -382.1988    -402.4192      20.2205  2444.3
22.1000       -382.1884    -402.1931      20.0047  2418.2
22.1020       -382.1781    -402.1495      19.9714  2414.1
22.1040       -382.1688    -402.2259      20.0571  2424.5
22.1060       -382.1619    -402.3281      20.1662  2437.7
22.1080       -382.1531    -402.3660      20.2128  2443.3
22.1100       -382.1423    -402.3162      20.1739  2438.6
22.1120       -382.1360    -402.1908      20.0548  2424.2
22.1140       -382.1275    -401.9705      19.8430  2398.6
22.1160       -382.1149    -401.6300      19.5151  2359.0
22.1180       -382.0845    -401.2026      19.1182  2311.0
22.1200       -382.0592    -400.8150      18.7557  2267.2
22.1220       -382.0271    -400.4264      18.3993  2224.1
22.1240       -381.9554    -400.0328      18.0774  2185.2
22.1260       -381.8905    -399.9818      18.0913  2186.9
22.1280       -381.8520    -400.4373      18.5853  2246.6
22.1300       -381.8199    -401.1776      19.3577  2340.0
22.1320       -381.8012    -401.9809      20.1796  2439.3
22.1340       -381.7940    -402.6971      20.9030  2526.8
22.1360       -381.8030    -403.2355      21.4325  2590.8
22.1380       -381.8129    -403.5511      21.7382  2627.7
22.1400       -381.8265    -403.7113      21.8848  2645.4
22.1420       -381.8500    -403.8190      21.9690  2655.6
22.1440       -381.8815    -403.8936      22.0120  2660.8
22.1460       -381.9171    -403.8503      21.9333  2651.3
22.1480       -381.9466    -403.5604      21.6138  2612.7
22.1500       -381.9615    -402.9706      21.0091  2539.6
22.1520       -381.9515    -402.1717      20.2202  2444.2
22.1540       -381.9230    -401.4295      19.5064  2357.9
22.1560       -381.8938    -401.0375      19.1437  2314.1
22.1580       -381.8682    -401.0951      19.2269  2324.2
22.1600       -381.8482    -401.5121      19.6639  2377.0
22.1620       -381.8398    -402.1097      20.2699  2450.2
22.1640       -381.8408    -402.6774      20.8366  2518.7
22.1660       -381.8464    -403.0480      21.2016  2562.9
22.1680       -381.8536    -403.1505      21.2969  2574.4
22.1700       -381.8644    -402.9935      21.1291  2554.1
22.1720       -381.8750    -402.5850      20.7100  2503.4
22.1740       -381.8750    -401.9132      20.0382  2422.2
22.1760       -381.8525    -401.0130      19.1605  2316.1
22.1780       -381.8116    -400.0214      18.2098  2201.2
22.1800       -381.7529    -399.1025      17.3496  2097.2
22.1820       -381.6792    -398.3986      16.7194  2021.0
22.1840       -381.5986    -398.0126      16.4140  1984.1
22.1860       -381.5171    -397.9721      16.4550  1989.1
22.1880       -381.4390    -398.2190      16.7800  2028.4
22.1900       -381.3648    -398.6515      17.2866  2089.6
22.1920       -381.2999    -399.1893      17.8894  2162.5
22.1940       -381.2471    -399.7750      18.5279  2239.7
22.1960       -381.2125    -400.3376      19.1251  2311.9
22.1980       -381.1873    -400.7525      19.5652  2365.1
22.2000       -381.1635    -400.9273      19.7638  2389.1
22.2020       -381.1373    -400.8852      19.7478  2387.1
22.2040       -381.1099    -400.7520      19.6422  2374.4
22.2060       -381.0886    -400.6627      19.5741  2366.1
22.2080       -381.0724    -400.6441      19.5717  2365.8
22.2100       -381.0522    -400.6413      19.5891  2367.9
22.2120       -381.0250    -400.6437      19.6188  2371.5
22.2140       -380.9939    -400.7400      19.7462  2386.9
22.2160       -380.9759    -401.0484      20.0725  2426.4
22.2180       -380.9773    -401.5464      20.5691  2486.4
22.2200       -380.9900    -402.0402      21.0502  2544.6
22.2220       -380.9974    -402.3276      21.3303  2578.4
22.2240       -381.0055    -402.3853      21.3798  2584.4
22.2260       -381.0173    -402.2835      21.2662  2570.7
22.2280       -381.0195    -402.1028      21.0833  2548.6
22.2300       -381.0175    -401.9927      20.9752  2535.5
22.2320       -381.0231    -402.0886      21.0655  2546.4
22.2340       -381.0466    -402.3726      21.3260  2577.9
22.2360       -381.0757    -402.6209      21.5453  2604.4
22.2380       -381.0939    -402.6019      21.5080  2599.9
22.2400       -381.0977    -402.2832      21.1855  2560.9
22.2420       -381.0902    -401.8351      20.7448  2507.6
22.2440       -381.0857    -401.4930      20.4073  2466.8
22.2460       -381.0841    -401.3565      20.2725  2450.5
22.2480       -381.0844    -401.3733      20.2889  2452.5
22.2500       -381.0860    -401.4141      20.3281  2457.3
22.2520       -381.0834    -401.3444      20.2610  2449.2
22.2540       -381.0745    -401.0979      20.0234  2420.4
22.2560       -381.0611    -400.6776      19.6165  2371.2
22.2580       -381.0386    -400.1055      19.0669  2304.8
22.2600       -380.9961    -399.4464      18.4503  2230.3
22.2620       -380.9376    -398.8825      17.9449  2169.2
22.2640       -380.8780    -398.6184      17.7405  2144.5
22.2660       -380.8198    -398.7280      17.9082  2164.7
22.2680       -380.7748    -399.1751      18.4003  2224.2
22.2700       -380.7469    -399.7943      19.0474  2302.5
22.2720       -380.7252    -400.3325      19.6074  2370.1
22.2740       -380.6998    -400.6299      19.9300  2409.2
22.2760       -380.6704    -400.7284      20.0580  2424.6
22.2780       -380.6478    -400.8125      20.1647  2437.5
22.2800       -380.6409    -401.0035      20.3627  2461.4
22.2820       -380.6428    -401.2411      20.5983  2489.9
22.2840       -380.6432    -401.3966      20.7534  2508.7
22.2860       -380.6361    -401.4297      20.7935  2513.5
22.2880       -380.6293    -401.4372      20.8079  2515.3
22.2900       -380.6288    -401.5432      20.9145  2528.2
22.2920       -380.6380    -401.7926      21.1546  2557.2
22.2940       -380.6570    -402.1262      21.4691  2595.2
22.2960       -380.6813    -402.4185      21.7372  2627.6
22.2980       -380.7010    -402.5672      21.8663  2643.2
22.3000       -380.7124    -402.6092      21.8968  2646.9
22.3020       -380.7266    -402.7161      21.9896  2658.1
22.3040       -380.7525    -403.0382      22.2856  2693.9
22.3060       -380.7942    -403.5874      22.7932  2755.3
22.3080       -380.8530    -404.2238      23.3708  2825.1
22.3100       -380.9196    -404.7193      23.7996  2876.9
22.3120       -380.9870    -404.8920      23.9050  2889.6
22.3140       -381.0395    -404.7175      23.6780  2862.2
22.3160       -381.0860    -404.3913      23.3053  2817.2
22.3180       -381.1366    -404.1270      22.9903  2779.1
22.3200       -381.1835    -403.9812      22.7977  2755.8
22.3220       -381.2285    -403.9348      22.7063  2744.7
22.3240       -381.2731    -403.9333      22.6602  2739.2
22.3260       -381.3175    -403.8953      22.5778  2729.2
22.3280       -381.3566    -403.7447      22.3882  2706.3
22.3300       -381.3825    -403.4680      22.0856  2669.7
22.3320       -381.4027    -403.1529      21.7502  2629.2
22.3340       -381.4159    -402.9111      21.4952  2598.4
22.3360       -381.4297    -402.8453      21.4157  2588.7
22.3380       -381.4458    -402.9913      21.5455  2604.4
22.3400       -381.4663    -403.3185      21.8522  2641.5
22.3420       -381.4936    -403.7653      22.2716  2692.2
22.3440       -381.5288    -404.2587      22.7299  2747.6
22.3460       -381.5738    -404.7265      23.1528  2798.7
22.3480       -381.6285    -405.0887      23.4602  2835.9
22.3500       -381.6915    -405.2538      23.5623  2848.2
22.3520       -381.7534    -405.1243      23.3708  2825.1
22.3540       -381.8043    -404.6555      22.8512  2762.3
22.3560       -381.8380    -403.9137      22.0756  2668.5
22.3580       -381.8542    -403.0628      21.2086  2563.7
22.3600       -381.8588    -402.2937      20.4349  2470.2
22.3620       -381.8569    -401.7210      19.8641  2401.2
22.3640       -381.8470    -401.3366      19.4896  2355.9
22.3660       -381.8246    -401.0780      19.2534  2327.4
22.3680       -381.7908    -400.9357      19.1449  2314.2
22.3700       -381.7514    -400.9840      19.2325  2324.8
22.3720       -381.7204    -401.3214      19.6010  2369.4
22.3740       -381.7064    -401.9524      20.2460  2447.3
22.3760       -381.7120    -402.7416      21.0296  2542.1
22.3780       -381.7322    -403.4661      21.7339  2627.2
22.3800       -381.7512    -403.9413      22.1900  2682.3
22.3820       -381.7770    -404.1609      22.3839  2705.8
22.3840       -381.8124    -404.1817      22.3693  2704.0
22.3860       -381.8419    -404.0305      22.1886  2682.2
22.3880       -381.8599    -403.8090      21.9491  2653.2
22.3900       -381.8752    -403.7115      21.8362  2639.6
22.3920       -381.9014    -403.8853      21.9839  2657.4
22.3940       -381.9406    -404.2906      22.3500  2701.7
22.3960       -381.9879    -404.7325      22.7446  2749.4
22.3980       -382.0373    -404.9888      22.9514  2774.4
22.4000       -382.0771    -404.9352      22.8581  2763.1
22.4020       -382.1121    -404.6265      22.5143  2721.5
22.4040       -382.1437    -404.1824      22.0388  2664.1
22.4060       -382.1704    -403.6781      21.5077  2599.9
22.4080       -382.1873    -403.1211      20.9338  2530.5
22.4100       -382.1882    -402.5082      20.3199  2456.3
22.4120       -382.1732    -401.9019      19.7287  2384.8
22.4140       -382.1580    -401.3961      19.2382  2325.5
22.4160       -382.1345    -400.9595      18.8250  2275.6
22.4180       -382.0922    -400.5334      18.4412  2229.2
22.4200       -382.0433    -400.1768      18.1335  2192.0
22.4220       -381.9891    -399.9804      17.9914  2174.8
22.4240       -381.9355    -400.0068      18.0713  2184.5
22.4260       -381.8827    -400.2722      18.3895  2222.9
22.4280       -381.8370    -400.7846      18.9476  2290.4
22.4300       -381.8053    -401.5286      19.7233  2384.2
22.4320       -381.7910    -402.4377      20.6466  2495.8
22.4340       -381.7965    -403.4045      21.6079  2612.0
22.4360       -381.8242    -404.2920      22.4677  2715.9
22.4380       -381.8677    -404.9371      23.0694  2788.6
22.4400       -381.9205    -405.2064      23.2859  2814.8
22.4420       -381.9676    -405.0334      23.0658  2788.2
22.4440       -382.0016    -404.4900      22.4884  2718.4
22.4460       -382.0236    -403.7761      21.7524  2629.4
22.4480       -382.0420    -403.1029      21.0608  2545.8
22.4500       -382.0591    -402.5204      20.4614  2473.4
22.4520       -382.0556    -401.9184      19.8628  2401.0
22.4540       -382.0301    -401.2752      19.2451  2326.4
22.4560       -381.9897    -400.7097      18.7200  2262.9
22.4580       -381.9459    -400.3711      18.4252  2227.2
22.4600       -381.9024    -400.3336      18.4312  2228.0
22.4620       -381.8668    -400.5689      18.7020  2260.7
22.4640       -381.8379    -400.9446      19.1068  2309.6
22.4660       -381.8128    -401.3056      19.4927  2356.3
22.4680       -381.7886    -401.5571      19.7685  2389.6
22.4700       -381.7672    -401.7016      19.9344  2409.7
22.4720       -381.7502    -401.7916      20.0413  2422.6
22.4740       -381.7351    -401.8831      20.1481  2435.5
22.4760       -381.7237    -402.0294      20.3056  2454.6
22.4780       -381.7206    -402.2484      20.5279  2481.4
22.4800       -381.7284    -402.4792      20.7508  2508.4
22.4820       -381.7350    -402.5880      20.8530  2520.7
22.4840       -381.7338    -402.5069      20.7732  2511.1
22.4860       -381.7309    -402.2880      20.5571  2485.0
22.4880       -381.7264    -402.0035      20.2771  2451.1
22.4900       -381.7165    -401.7094      19.9929  2416.8
22.4920       -381.7011    -401.4545      19.7534  2387.8
22.4940       -381.6788    -401.2866      19.6078  2370.2
22.4960       -381.6474    -401.2933      19.6459  2374.8
22.4980       -381.6278    -401.6186      19.9908  2416.5
22.5000       -381.6351    -402.2161      20.5810  2487.8
22.5020       -381.6452    -402.7718      21.1266  2553.8
22.5040       -381.6540    -403.0603      21.4063  2587.6
22.5060       -381.6531    -403.0652      21.4121  2588.3
22.5080       -381.6561    -402.9661      21.3100  2576.0
22.5100       -381.6664    -402.9376      21.2712  2571.3
22.5120       -381.6832    -403.0344      21.3512  2580.9
22.5140       -381.7057    -403.2000      21.4943  2598.2
22.5160       -381.7280    -403.3189      21.5909  2609.9
22.5180       -381.7489    -403.3127      21.5637  2606.6
22.5200       -381.7679    -403.1477      21.3798  2584.4
22.5220       -381.7782    -402.8211      21.0428  2543.7
22.5240       -381.7754    -402.4139      20.6386  2494.8
22.5260       -381.7651    -402.1049      20.3398  2458.7
22.5280       -381.7607    -402.0490      20.2882  2452.4
22.5300       -381.7657    -402.2120      20.4463  2471.6
22.5320       -381.7755    -402.3884      20.6128  2491.7
22.5340       -381.7781    -402.3574      20.5792  2487.6
22.5360       -381.7651    -402.0465      20.2815  2451.6
22.5380       -381.7387    -401.5864      19.8476  2399.2
22.5400       -381.7068    -401.2258      19.5191  2359.5
22.5420       -381.6757    -401.1889      19.5132  2358.8
22.5440       -381.6580    -401.5732      19.9152  2407.4
22.5460       -381.6614    -402.2684      20.6069  2491.0
22.5480       -381.6800    -402.9827      21.3027  2575.1
22.5500       -381.7013    -403.4142      21.7129  2624.7
22.5520       -381.7177    -403.4072      21.6896  2621.8
22.5540       -381.7303    -402.9900      21.2597  2569.9
22.5560       -381.7367    -402.2741      20.5374  2482.6
22.5580       -381.7272    -401.3691      19.6419  2374.3
22.5600       -381.6937    -400.4102      18.7165  2262.5
22.5620       -381.6456    -399.6013      17.9557  2170.5
22.5640       -381.5971    -399.0726      17.4755  2112.4
22.5660       -381.5365    -398.7641      17.2276  2082.5
22.5680       -381.4621    -398.6261      17.1640  2074.8
22.5700       -381.3858    -398.7254      17.3396  2096.0
22.5720       -381.3173    -399.1445      17.8272  2155.0
22.5740       -381.2679    -399.8884      18.6205  2250.9
22.5760       -381.2433    -400.8258      19.5826  2367.1
22.5780       -381.2356    -401.7140      20.4784  2475.4
22.5800       -381.2400    -402.3135      21.0735  2547.4
22.5820       -381.2463    -402.4932      21.2469  2568.3
22.5840       -381.2417    -402.3033      21.0615  2545.9
22.5860       -381.2280    -402.0237      20.7957  2513.8
22.5880       -381.2401    -401.9653      20.7252  2505.3
22.5900       -381.2547    -402.0366      20.7819  2512.1
22.5920       -381.2497    -402.0452      20.7955  2513.8
22.5940       -381.2434    -402.0420      20.7987  2514.2
22.5960       -381.2379    -402.1557      20.9178  2528.6
22.5980       -381.2442    -402.4723      21.2282  2566.1
22.6000       -381.2613    -402.9610      21.6997  2623.1
22.6020       -381.2937    -403.5149      22.2212  2686.1
22.6040       -381.3325    -403.9702      22.6377  2736.5
22.6060       -381.3735    -404.1975      22.8240  2759.0
22.6080       -381.4111    -404.1564      22.7453  2749.5
22.6100       -381.4477    -403.9022      22.4546  2714.3
22.6120       -381.4800    -403.5124      22.0324  2663.3
22.6140       -381.5069    -403.0536      21.5467  2604.6
22.6160       -381.5243    -402.5622      21.0379  2543.1
22.6180       -381.5295    -402.0660      20.5365  2482.5
22.6200       -381.5242    -401.6127      20.0885  2428.3
22.6220       -381.5129    -401.2366      19.7237  2384.2
22.6240       -381.4937    -400.9273      19.4335  2349.1
