Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -401.5563    -422.7951      21.2388  2567.4
0.0020        -401.5212    -422.4537      20.9325  2530.3
0.0040        -401.5301    -421.4188      19.8887  2404.2
0.0060        -401.5136    -419.6808      18.1672  2196.1
0.0080        -401.4469    -417.3218      15.8748  1919.0
0.0100        -401.3217    -414.6307      13.3090  1608.8
0.0120        -401.1452    -412.0644      10.9193  1319.9
0.0140        -400.9353    -410.0636       9.1283  1103.4
0.0160        -400.7060    -408.8591       8.1531   985.5
0.0180        -400.4665    -408.4363       7.9699   963.4
0.0200        -400.2261    -408.6229       8.3968  1015.0
0.0220        -399.9926    -409.1846       9.1920  1111.1
0.0240        -399.7734    -409.8910      10.1176  1223.0
0.0260        -399.5693    -410.5368      10.9674  1325.7
0.0280        -399.3776    -410.9716      11.5939  1401.5
0.0300        -399.1949    -411.1214      11.9266  1441.7
0.0320        -399.0154    -410.9808      11.9655  1446.4
0.0340        -398.8337    -410.6094      11.7757  1423.5
0.0360        -398.6473    -410.1218      11.4745  1387.0
0.0380        -398.4541    -409.6601      11.2060  1354.6
0.0400        -398.2596    -409.3696      11.1100  1343.0
0.0420        -398.0699    -409.3331      11.2632  1361.5
0.0440        -397.8889    -409.5241      11.6352  1406.5
0.0460        -397.7158    -409.8200      12.1042  1463.2
0.0480        -397.5493    -410.0764      12.5271  1514.3
0.0500        -397.3882    -410.1868      12.7986  1547.1
0.0520        -397.2259    -410.1083      12.8824  1557.2
0.0540        -397.0636    -409.8855      12.8219  1549.9
0.0560        -396.9034    -409.5913      12.6879  1533.7
0.0580        -396.7423    -409.2624      12.5201  1513.4
0.0600        -396.5783    -408.9091      12.3308  1490.6
0.0620        -396.4103    -408.5361      12.1258  1465.8
0.0640        -396.2369    -408.1544      11.9175  1440.6
0.0660        -396.0590    -407.7908      11.7319  1418.2
0.0680        -395.8768    -407.4822      11.6054  1402.9
0.0700        -395.6922    -407.2725      11.5803  1399.8
0.0720        -395.5090    -407.2014      11.6924  1413.4
0.0740        -395.3303    -407.2812      11.9509  1444.6
0.0760        -395.1576    -407.4885      12.3309  1490.6
0.0780        -394.9906    -407.7841      12.7935  1546.5
0.0800        -394.8323    -408.1450      13.3128  1609.3
0.0820        -394.6866    -408.5515      13.8649  1676.0
0.0840        -394.5541    -408.9582      14.4040  1741.2
0.0860        -394.4330    -409.2949      14.8619  1796.5
0.0880        -394.3188    -409.4902      15.1714  1833.9
0.0900        -394.2083    -409.5042      15.2959  1849.0
0.0920        -394.0985    -409.3361      15.2376  1841.9
0.0940        -393.9855    -409.0175      15.0320  1817.1
0.0960        -393.8681    -408.6103      14.7422  1782.0
0.0980        -393.7449    -408.1882      14.4433  1745.9
0.1000        -393.6168    -407.8238      14.2071  1717.4
0.1020        -393.4866    -407.5722      14.0856  1702.7
0.1040        -393.3562    -407.4495      14.0933  1703.6
0.1060        -393.2275    -407.4347      14.2072  1717.4
0.1080        -393.1020    -407.4784      14.3765  1737.8
0.1100        -392.9784    -407.5184      14.5400  1757.6
0.1120        -392.8593    -407.5025      14.6432  1770.1
0.1140        -392.7391    -407.3813      14.6421  1769.9
0.1160        -392.6142    -407.1455      14.5313  1756.5
0.1180        -392.4806    -406.8687      14.3881  1739.2
0.1200        -392.3466    -406.7084      14.3618  1736.1
0.1220        -392.2197    -406.7930      14.5733  1761.6
0.1240        -392.1049    -407.1317      15.0268  1816.4
0.1260        -392.0020    -407.6125      15.6104  1887.0
0.1280        -391.9072    -408.0716      16.1644  1954.0
0.1300        -391.8194    -408.3874      16.5679  2002.7
0.1320        -391.7343    -408.5138      16.7795  2028.3
0.1340        -391.6534    -408.4779      16.8245  2033.7
0.1360        -391.5742    -408.3276      16.7533  2025.2
0.1380        -391.4953    -408.1015      16.6062  2007.4
0.1400        -391.4129    -407.8206      16.4077  1983.4
0.1420        -391.3236    -407.5139      16.1903  1957.1
0.1440        -391.2280    -407.2482      16.0203  1936.5
0.1460        -391.1321    -407.1103      15.9782  1931.5
0.1480        -391.0405    -407.1432      16.1027  1946.5
0.1500        -390.9555    -407.3098      16.3542  1976.9
0.1520        -390.8761    -407.5093      16.6332  2010.6
0.1540        -390.7928    -407.6475      16.8547  2037.4
0.1560        -390.7077    -407.7453      17.0376  2059.5
0.1580        -390.6254    -407.9229      17.2975  2090.9
0.1600        -390.5581    -408.3040      17.7459  2145.1
0.1620        -390.5122    -408.8764      18.3642  2219.9
0.1640        -390.4815    -409.4515      18.9700  2293.1
0.1660        -390.4527    -409.7995      19.3468  2338.6
0.1680        -390.4233    -409.8125      19.3892  2343.8
0.1700        -390.3890    -409.5155      19.1265  2312.0
0.1720        -390.3474    -409.0289      18.6815  2258.2
0.1740        -390.3002    -408.5055      18.2053  2200.7
0.1760        -390.2497    -408.0514      17.8017  2151.9
0.1780        -390.1945    -407.6855      17.4910  2114.3
0.1800        -390.1341    -407.3681      17.2340  2083.3
0.1820        -390.0676    -407.0413      16.9737  2051.8
0.1840        -389.9911    -406.6684      16.6773  2016.0
0.1860        -389.9046    -406.2779      16.3732  1979.2
0.1880        -389.8110    -405.9585      16.1474  1951.9
0.1900        -389.7176    -405.8079      16.0903  1945.0
0.1920        -389.6288    -405.8618      16.2330  1962.3
0.1940        -389.5468    -406.0689      16.5220  1997.2
0.1960        -389.4696    -406.3229      16.8533  2037.2
0.1980        -389.3974    -406.5206      17.1232  2069.9
0.2000        -389.3262    -406.5954      17.2692  2087.5
0.2020        -389.2557    -406.5451      17.2894  2089.9
0.2040        -389.1808    -406.4230      17.2422  2084.2
0.2060        -389.1102    -406.3300      17.2198  2081.5
0.2080        -389.0433    -406.2955      17.2523  2085.5
0.2100        -388.9747    -406.2874      17.3126  2092.8
0.2120        -388.9090    -406.2887      17.3797  2100.9
0.2140        -388.8442    -406.2755      17.4314  2107.1
0.2160        -388.7797    -406.2227      17.4430  2108.5
0.2180        -388.7124    -406.1166      17.4043  2103.8
0.2200        -388.6451    -405.9774      17.3323  2095.1
0.2220        -388.5755    -405.8324      17.2570  2086.0
0.2240        -388.5062    -405.7115      17.2054  2079.8
0.2260        -388.4376    -405.6240      17.1864  2077.5
0.2280        -388.3709    -405.5486      17.1777  2076.4
0.2300        -388.3024    -405.4395      17.1371  2071.5
0.2320        -388.2329    -405.2595      17.0266  2058.2
0.2340        -388.1584    -404.9881      16.8297  2034.4
0.2360        -388.0788    -404.6444      16.5656  2002.5
0.2380        -387.9934    -404.2701      16.2768  1967.5
0.2400        -387.9029    -403.9144      16.0115  1935.5
0.2420        -387.8050    -403.6267      15.8218  1912.5
0.2440        -387.7043    -403.4730      15.7687  1906.1
0.2460        -387.6048    -403.5098      15.9050  1922.6
0.2480        -387.5147    -403.7480      16.2333  1962.3
0.2500        -387.4360    -404.1034      16.6674  2014.8
0.2520        -387.3635    -404.4270      17.0635  2062.6
0.2540        -387.2927    -404.6013      17.3086  2092.3
0.2560        -387.2172    -404.6076      17.3904  2102.2
0.2580        -387.1391    -404.5648      17.4257  2106.4
0.2600        -387.0703    -404.6272      17.5568  2122.3
0.2620        -387.0086    -404.8360      17.8274  2155.0
0.2640        -386.9544    -405.1584      18.2040  2200.5
0.2660        -386.9110    -405.5301      18.6191  2250.7
0.2680        -386.8769    -405.8556      18.9787  2294.2
0.2700        -386.8508    -406.0234      19.1726  2317.6
0.2720        -386.8214    -405.9360      19.1147  2310.6
0.2740        -386.7836    -405.6019      18.8183  2274.8
0.2760        -386.7349    -405.1492      18.4143  2225.9
0.2780        -386.6811    -404.7772      18.0961  2187.5
0.2800        -386.6341    -404.6224      17.9882  2174.4
0.2820        -386.5852    -404.6403      18.0551  2182.5
0.2840        -386.5300    -404.7626      18.2326  2204.0
0.2860        -386.4778    -405.0121      18.5343  2240.4
0.2880        -386.4369    -405.4215      18.9846  2294.9
0.2900        -386.4115    -405.9449      19.5334  2361.2
0.2920        -386.3984    -406.4461      20.0477  2423.4
0.2940        -386.3914    -406.7744      20.3830  2463.9
0.2960        -386.3834    -406.8443      20.4609  2473.3
0.2980        -386.3704    -406.6847      20.3144  2455.6
0.3000        -386.3539    -406.4168      20.0629  2425.2
0.3020        -386.3357    -406.1797      19.8440  2398.7
0.3040        -386.3208    -406.0576      19.7367  2385.8
0.3060        -386.3071    -406.0226      19.7155  2383.2
0.3080        -386.2936    -405.9828      19.6892  2380.0
0.3100        -386.2776    -405.8406      19.5630  2364.8
0.3120        -386.2503    -405.5413      19.2910  2331.9
0.3140        -386.2115    -405.1484      18.9369  2289.1
0.3160        -386.1707    -404.8102      18.6395  2253.1
0.3180        -386.1281    -404.6313      18.5033  2236.7
0.3200        -386.0849    -404.6577      18.5728  2245.1
0.3220        -386.0481    -404.8798      18.8317  2276.4
0.3240        -386.0181    -405.2102      19.1921  2320.0
0.3260        -385.9931    -405.5326      19.5395  2361.9
0.3280        -385.9738    -405.7538      19.7800  2391.0
0.3300        -385.9565    -405.8128      19.8564  2400.2
0.3320        -385.9371    -405.6945      19.7574  2388.3
0.3340        -385.9172    -405.4244      19.5072  2358.0
0.3360        -385.8918    -405.0288      19.1370  2313.3
0.3380        -385.8582    -404.5377      18.6796  2258.0
0.3400        -385.8101    -404.0097      18.1996  2200.0
0.3420        -385.7525    -403.5657      17.8132  2153.3
0.3440        -385.6953    -403.3150      17.6197  2129.9
0.3460        -385.6371    -403.2586      17.6215  2130.1
0.3480        -385.5775    -403.3454      17.7679  2147.8
0.3500        -385.5226    -403.5360      18.0134  2177.5
0.3520        -385.4734    -403.7754      18.3019  2212.3
0.3540        -385.4292    -403.9981      18.5689  2244.6
0.3560        -385.3865    -404.1575      18.7711  2269.1
0.3580        -385.3439    -404.2697      18.9259  2287.8
0.3600        -385.3084    -404.3989      19.0904  2307.7
0.3620        -385.2777    -404.5711      19.2934  2332.2
0.3640        -385.2494    -404.7936      19.5441  2362.5
0.3660        -385.2321    -405.0621      19.8300  2397.1
0.3680        -385.2243    -405.2919      20.0676  2425.8
0.3700        -385.2165    -405.3540      20.1374  2434.2
0.3720        -385.1988    -405.1900      19.9912  2416.5
0.3740        -385.1728    -404.8916      19.7188  2383.6
0.3760        -385.1437    -404.6383      19.4946  2356.5
0.3780        -385.1189    -404.5737      19.4548  2351.7
0.3800        -385.1003    -404.7212      19.6209  2371.8
0.3820        -385.0861    -404.9997      19.9136  2407.2
0.3840        -385.0757    -405.3025      20.2267  2445.0
0.3860        -385.0762    -405.5339      20.4577  2472.9
0.3880        -385.0784    -405.5606      20.4823  2475.9
0.3900        -385.0614    -405.3116      20.2501  2447.8
0.3920        -385.0383    -404.9246      19.8863  2403.9
0.3940        -385.0153    -404.5852      19.5699  2365.6
0.3960        -384.9951    -404.3915      19.3963  2344.6
0.3980        -384.9777    -404.3190      19.3413  2338.0
0.4000        -384.9556    -404.2644      19.3088  2334.1
0.4020        -384.9259    -404.1651      19.2392  2325.6
0.4040        -384.8926    -404.0443      19.1517  2315.1
0.4060        -384.8606    -403.9541      19.0935  2308.0
0.4080        -384.8314    -403.9018      19.0704  2305.2
0.4100        -384.8018    -403.8403      19.0385  2301.4
0.4120        -384.7712    -403.7177      18.9465  2290.3
0.4140        -384.7382    -403.4964      18.7582  2267.5
0.4160        -384.6988    -403.1623      18.4635  2231.9
0.4180        -384.6507    -402.7419      18.0912  2186.9
0.4200        -384.5915    -402.3125      17.7210  2142.1
0.4220        -384.5275    -401.9873      17.4598  2110.5
0.4240        -384.4611    -401.8547      17.3936  2102.5
0.4260        -384.3967    -401.9583      17.5616  2122.9
0.4280        -384.3452    -402.2712      17.9260  2166.9
0.4300        -384.3044    -402.6508      18.3464  2217.7
0.4320        -384.2612    -402.9259      18.6647  2256.2
0.4340        -384.2175    -403.0713      18.8538  2279.1
0.4360        -384.1865    -403.1304      18.9439  2290.0
0.4380        -384.1520    -403.0292      18.8771  2281.9
0.4400        -384.1046    -402.7571      18.6525  2254.7
0.4420        -384.0556    -402.4627      18.4071  2225.1
0.4440        -384.0088    -402.2700      18.2613  2207.4
0.4460        -383.9452    -402.2380      18.2928  2211.2
0.4480        -383.8802    -402.6025      18.7223  2263.2
0.4500        -383.8689    -403.5596      19.6907  2380.2
0.4520        -383.8795    -404.7220      20.8426  2519.5
0.4540        -383.8884    -405.6094      21.7209  2625.6
0.4560        -383.9073    -406.0660      22.1587  2678.6
0.4580        -383.9301    -406.0995      22.1694  2679.8
0.4600        -383.9508    -405.8114      21.8607  2642.5
0.4620        -383.9622    -405.3638      21.4017  2587.0
0.4640        -383.9652    -404.9598      20.9946  2537.8
0.4660        -383.9689    -404.7691      20.8002  2514.3
0.4680        -383.9780    -404.8417      20.8637  2522.0
0.4700        -383.9813    -405.1209      21.1395  2555.4
0.4720        -383.9957    -405.5946      21.5989  2610.9
0.4740        -384.0390    -406.1390      22.1000  2671.5
0.4760        -384.0854    -406.3876      22.3022  2695.9
0.4780        -384.1098    -406.0912      21.9814  2657.1
0.4800        -384.1136    -405.3666      21.2531  2569.1
0.4820        -384.1024    -404.5587      20.4564  2472.8
0.4840        -384.0894    -404.0188      19.9293  2409.1
0.4860        -384.0847    -403.8858      19.8011  2393.6
0.4880        -384.0847    -404.0197      19.9350  2409.7
0.4900        -384.0793    -404.1676      20.0883  2428.3
0.4920        -384.0678    -404.1654      20.0976  2429.4
0.4940        -384.0515    -403.9725      19.9210  2408.1
0.4960        -384.0300    -403.6297      19.5997  2369.2
0.4980        -383.9951    -403.2323      19.2372  2325.4
0.5000        -383.9551    -402.9485      18.9935  2295.9
0.5020        -383.9219    -402.9101      18.9881  2295.3
0.5040        -383.8970    -403.0916      19.1946  2320.3
0.5060        -383.8788    -403.3437      19.4649  2352.9
0.5080        -383.8628    -403.4856      19.6228  2372.0
0.5100        -383.8362    -403.4121      19.5758  2366.3
0.5120        -383.8037    -403.1940      19.3904  2343.9
0.5140        -383.7677    -402.9983      19.2306  2324.6
0.5160        -383.7343    -402.9841      19.2497  2326.9
0.5180        -383.7123    -403.2161      19.5038  2357.6
0.5200        -383.7051    -403.5978      19.8927  2404.6
0.5220        -383.7052    -403.9021      20.1969  2441.4
0.5240        -383.7004    -403.9110      20.2106  2443.1
0.5260        -383.6805    -403.5690      19.8885  2404.1
0.5280        -383.6421    -403.0515      19.4094  2346.2
0.5300        -383.6000    -402.6830      19.0831  2306.8
0.5320        -383.5668    -402.7038      19.1370  2313.3
0.5340        -383.5479    -403.1267      19.5788  2366.7
0.5360        -383.5423    -403.7620      20.2197  2444.2
0.5380        -383.5416    -404.3508      20.8093  2515.4
0.5400        -383.5419    -404.7308      21.1889  2561.3
0.5420        -383.5484    -404.8796      21.3313  2578.5
0.5440        -383.5566    -404.8345      21.2779  2572.1
0.5460        -383.5638    -404.6645      21.1007  2550.7
0.5480        -383.5700    -404.4506      20.8807  2524.1
0.5500        -383.5776    -404.2433      20.6657  2498.1
0.5520        -383.5799    -404.0319      20.4520  2472.2
0.5540        -383.5711    -403.8163      20.2451  2447.2
0.5560        -383.5586    -403.6747      20.1161  2431.6
0.5580        -383.5561    -403.6509      20.0949  2429.1
0.5600        -383.5504    -403.6370      20.0866  2428.1
0.5620        -383.5359    -403.5493      20.0134  2419.2
0.5640        -383.5097    -403.4407      19.9310  2409.3
0.5660        -383.4856    -403.4835      19.9979  2417.4
0.5680        -383.4759    -403.7888      20.3129  2455.4
0.5700        -383.4812    -404.2855      20.8043  2514.8
0.5720        -383.4959    -404.7797      21.2838  2572.8
0.5740        -383.5135    -405.0925      21.5790  2608.5
0.5760        -383.5397    -405.1408      21.6010  2611.1
0.5780        -383.5673    -404.8271      21.2599  2569.9
0.5800        -383.5668    -404.0711      20.5043  2478.6
0.5820        -383.5386    -403.0419      19.5033  2357.6
0.5840        -383.4929    -402.1009      18.6080  2249.3
0.5860        -383.4440    -401.5843      18.1403  2192.8
0.5880        -383.4055    -401.5934      18.1879  2198.6
0.5900        -383.3736    -401.9455      18.5719  2245.0
0.5920        -383.3434    -402.3584      19.0149  2298.5
0.5940        -383.3119    -402.6292      19.3173  2335.1
0.5960        -383.2828    -402.6931      19.4103  2346.3
0.5980        -383.2525    -402.5674      19.3149  2334.8
0.6000        -383.2216    -402.3170      19.0953  2308.3
0.6020        -383.1915    -401.9927      18.8012  2272.7
0.6040        -383.1503    -401.6049      18.4546  2230.8
0.6060        -383.0973    -401.2128      18.1155  2189.8
0.6080        -383.0374    -400.9344      17.8970  2163.4
0.6100        -382.9769    -400.9067      17.9298  2167.4
0.6120        -382.9309    -401.1923      18.2614  2207.4
0.6140        -382.8925    -401.6616      18.7691  2268.8
0.6160        -382.8567    -402.1466      19.2899  2331.8
0.6180        -382.8299    -402.5708      19.7409  2386.3
0.6200        -382.8099    -402.9115      20.1016  2429.9
0.6220        -382.7964    -403.1845      20.3881  2464.5
0.6240        -382.7926    -403.4062      20.6136  2491.8
0.6260        -382.7947    -403.5495      20.7548  2508.9
0.6280        -382.7983    -403.5679      20.7695  2510.6
0.6300        -382.8000    -403.4353      20.6352  2494.4
0.6320        -382.7926    -403.1744      20.3819  2463.8
0.6340        -382.7759    -402.8969      20.1209  2432.2
0.6360        -382.7607    -402.7595      19.9988  2417.5
0.6380        -382.7495    -402.8243      20.0749  2426.7
0.6400        -382.7392    -403.0599      20.3207  2456.4
0.6420        -382.7335    -403.4282      20.6947  2501.6
0.6440        -382.7354    -403.8950      21.1597  2557.8
0.6460        -382.7480    -404.4183      21.6703  2619.5
0.6480        -382.7692    -404.9413      22.1721  2680.2
0.6500        -382.7981    -405.4252      22.6271  2735.2
0.6520        -382.8402    -405.8493      23.0091  2781.4
0.6540        -382.8907    -406.1621      23.2713  2813.1
0.6560        -382.9441    -406.3104      23.3663  2824.5
0.6580        -383.0005    -406.2780      23.2775  2813.8
0.6600        -383.0555    -406.0550      22.9995  2780.2
0.6620        -383.1059    -405.6267      22.5208  2722.3
0.6640        -383.1504    -404.9536      21.8032  2635.6
0.6660        -383.1784    -403.9682      20.7898  2513.1
0.6680        -383.1587    -402.7083      19.5496  2363.2
0.6700        -383.1050    -401.5325      18.4274  2227.5
0.6720        -383.0466    -400.9189      17.8723  2160.4
0.6740        -383.0076    -401.0763      18.0687  2184.2
0.6760        -382.9899    -401.7447      18.7549  2267.1
0.6780        -382.9683    -402.3937      19.4254  2348.1
0.6800        -382.9414    -402.6850      19.7435  2386.6
0.6820        -382.9005    -402.5962      19.6956  2380.8
0.6840        -382.8643    -402.3556      19.4913  2356.1
0.6860        -382.8364    -402.1747      19.3382  2337.6
0.6880        -382.8153    -402.0914      19.2760  2330.1
0.6900        -382.7983    -402.0011      19.2028  2321.2
0.6920        -382.7750    -401.7433      18.9683  2292.9
0.6940        -382.7336    -401.2405      18.5070  2237.1
0.6960        -382.6748    -400.6023      17.9276  2167.1
0.6980        -382.6039    -400.0757      17.4718  2112.0
0.7000        -382.5328    -399.9185      17.3856  2101.6
0.7020        -382.4728    -400.2527      17.7799  2149.2
0.7040        -382.4276    -401.0070      18.5794  2245.9
0.7060        -382.4028    -401.9839      19.5811  2367.0
0.7080        -382.3961    -402.9272      20.5311  2481.8
0.7100        -382.3996    -403.6170      21.2174  2564.8
0.7120        -382.4108    -403.9491      21.5383  2603.6
0.7140        -382.4220    -403.9283      21.5063  2599.7
0.7160        -382.4301    -403.6605      21.2304  2566.3
0.7180        -382.4336    -403.3137      20.8800  2524.0
0.7200        -382.4381    -403.0359      20.5978  2489.9
0.7220        -382.4347    -402.8738      20.4391  2470.7
0.7240        -382.4293    -402.8579      20.4286  2469.4
0.7260        -382.4251    -403.0022      20.5771  2487.4
0.7280        -382.4288    -403.2667      20.8378  2518.9
0.7300        -382.4339    -403.5508      21.1169  2552.6
0.7320        -382.4394    -403.8049      21.3655  2582.7
0.7340        -382.4507    -404.0269      21.5762  2608.1
0.7360        -382.4684    -404.2029      21.7346  2627.3
0.7380        -382.4965    -404.2988      21.8023  2635.5
0.7400        -382.5181    -404.2284      21.7103  2624.4
0.7420        -382.5370    -403.9743      21.4373  2591.3
0.7440        -382.5460    -403.5699      21.0239  2541.4
0.7460        -382.5442    -403.1054      20.5613  2485.5
0.7480        -382.5358    -402.7118      20.1760  2438.9
0.7500        -382.5245    -402.4880      19.9634  2413.2
0.7520        -382.5137    -402.4618      19.9481  2411.3
0.7540        -382.5025    -402.5962      20.0937  2428.9
0.7560        -382.4956    -402.8325      20.3369  2458.3
0.7580        -382.5005    -403.0785      20.5780  2487.5
0.7600        -382.5068    -403.1694      20.6626  2497.7
0.7620        -382.5020    -402.9929      20.4909  2476.9
0.7640        -382.4891    -402.6003      20.1112  2431.0
0.7660        -382.4715    -402.1170      19.6454  2374.7
0.7680        -382.4422    -401.6557      19.2135  2322.5
0.7700        -382.4072    -401.3377      18.9306  2288.3
0.7720        -382.3748    -401.2403      18.8656  2280.5
0.7740        -382.3452    -401.3197      18.9745  2293.6
0.7760        -382.3134    -401.4622      19.1488  2314.7
0.7780        -382.2813    -401.6023      19.3210  2335.5
0.7800        -382.2519    -401.7401      19.4882  2355.7
0.7820        -382.2307    -401.8806      19.6499  2375.3
0.7840        -382.2138    -401.9681      19.7543  2387.9
0.7860        -382.1991    -401.9269      19.7278  2384.7
0.7880        -382.1777    -401.7151      19.5374  2361.7
0.7900        -382.1445    -401.3930      19.2485  2326.8
0.7920        -382.1020    -401.1362      19.0341  2300.9
0.7940        -382.0578    -401.1623      19.1045  2309.4
0.7960        -382.0209    -401.6523      19.6315  2373.1
0.7980        -382.0067    -402.6861      20.6794  2499.7
0.8000        -382.0268    -404.1478      22.1211  2674.0
0.8020        -382.0774    -405.7273      23.6499  2858.8
0.8040        -382.1552    -407.0709      24.9157  3011.8
0.8060        -382.2499    -407.8885      25.6386  3099.2
0.8080        -382.3478    -408.0294      25.6816  3104.4
0.8100        -382.4366    -407.5213      25.0847  3032.2
0.8120        -382.5081    -406.5503      24.0422  2906.2
0.8140        -382.5607    -405.3972      22.8366  2760.5
0.8160        -382.5993    -404.3160      21.7168  2625.1
0.8180        -382.6222    -403.4166      20.7944  2513.6
0.8200        -382.6298    -402.6922      20.0624  2425.2
0.8220        -382.6165    -402.1006      19.4841  2355.2
0.8240        -382.5851    -401.6684      19.0834  2306.8
0.8260        -382.5480    -401.4961      18.9481  2290.5
0.8280        -382.5163    -401.6435      19.1272  2312.1
0.8300        -382.4938    -402.0482      19.5544  2363.7
0.8320        -382.4792    -402.5559      20.0767  2426.9
0.8340        -382.4737    -403.0046      20.5309  2481.8
0.8360        -382.4721    -403.2651      20.7929  2513.5
0.8380        -382.4745    -403.2760      20.8015  2514.5
0.8400        -382.4771    -403.0156      20.5385  2482.7
0.8420        -382.4686    -402.4985      20.0300  2421.2
0.8440        -382.4435    -401.8335      19.3900  2343.9
0.8460        -382.4111    -401.2062      18.7951  2272.0
0.8480        -382.3736    -400.7319      18.3583  2219.2
0.8500        -382.3314    -400.4109      18.0795  2185.5
0.8520        -382.2829    -400.1861      17.9032  2164.1
0.8540        -382.2291    -399.9985      17.7693  2148.0
0.8560        -382.1657    -399.8220      17.6563  2134.3
0.8580        -382.0986    -399.7218      17.6232  2130.3
0.8600        -382.0359    -399.7864      17.7506  2145.7
0.8620        -381.9791    -400.0385      18.0594  2183.0
0.8640        -381.9320    -400.4380      18.5060  2237.0
0.8660        -381.8924    -400.8968      19.0044  2297.3
0.8680        -381.8591    -401.3454      19.4863  2355.5
0.8700        -381.8323    -401.7751      19.9428  2410.7
0.8720        -381.8203    -402.2083      20.3880  2464.5
0.8740        -381.8243    -402.6015      20.7773  2511.6
0.8760        -381.8347    -402.8326      20.9979  2538.2
0.8780        -381.8368    -402.8163      20.9796  2536.0
0.8800        -381.8294    -402.6372      20.8078  2515.3
0.8820        -381.8206    -402.5048      20.6841  2500.3
0.8840        -381.8176    -402.5992      20.7816  2512.1
0.8860        -381.8283    -402.9637      21.1354  2554.9
0.8880        -381.8527    -403.4645      21.6118  2612.4
0.8900        -381.8877    -403.8637      21.9760  2656.5
0.8920        -381.9245    -403.9097      21.9851  2657.6
0.8940        -381.9474    -403.4444      21.4970  2598.6
0.8960        -381.9377    -402.5484      20.6107  2491.4
0.8980        -381.9039    -401.6108      19.7070  2382.2
0.9000        -381.8733    -401.0917      19.2184  2323.1
0.9020        -381.8559    -401.1545      19.2987  2332.8
0.9040        -381.8429    -401.6331      19.7902  2392.2
0.9060        -381.8321    -402.2899      20.4577  2472.9
0.9080        -381.8284    -402.9780      21.1497  2556.6
0.9100        -381.8399    -403.6358      21.7960  2634.7
0.9120        -381.8710    -404.1959      22.3248  2698.6
0.9140        -381.9126    -404.5247      22.6121  2733.4
0.9160        -381.9556    -404.4997      22.5441  2725.1
0.9180        -381.9818    -404.1089      22.1271  2674.7
0.9200        -381.9960    -403.5356      21.5396  2603.7
0.9220        -381.9990    -403.0547      21.0557  2545.2
0.9240        -382.0089    -402.8865      20.8775  2523.7
0.9260        -382.0265    -403.0094      20.9829  2536.4
0.9280        -382.0435    -403.2268      21.1833  2560.6
0.9300        -382.0576    -403.3600      21.3024  2575.0
0.9320        -382.0638    -403.3469      21.2830  2572.7
0.9340        -382.0679    -403.2641      21.1962  2562.2
0.9360        -382.0777    -403.2122      21.1345  2554.7
0.9380        -382.0915    -403.2013      21.1098  2551.8
0.9400        -382.1080    -403.1468      21.0388  2543.2
0.9420        -382.1163    -402.9326      20.8163  2516.3
0.9440        -382.1105    -402.5348      20.4243  2468.9
0.9460        -382.0922    -402.0701      19.9779  2414.9
0.9480        -382.0690    -401.7235      19.6545  2375.8
0.9500        -382.0441    -401.6426      19.5986  2369.1
0.9520        -382.0278    -401.8909      19.8632  2401.1
0.9540        -382.0247    -402.3910      20.3663  2461.9
0.9560        -382.0325    -402.9488      20.9163  2528.4
0.9580        -382.0475    -403.3511      21.3036  2575.2
0.9600        -382.0579    -403.4603      21.4024  2587.1
0.9620        -382.0626    -403.2988      21.2362  2567.0
0.9640        -382.0654    -403.0063      20.9409  2531.3
0.9660        -382.0737    -402.7072      20.6335  2494.2
0.9680        -382.0800    -402.3813      20.3013  2454.0
0.9700        -382.0737    -401.9447      19.8711  2402.0
0.9720        -382.0363    -401.4332      19.3969  2344.7
0.9740        -381.9778    -401.1922      19.2144  2322.6
0.9760        -381.9568    -401.6573      19.7004  2381.4
0.9780        -381.9704    -402.7100      20.7396  2507.0
0.9800        -381.9942    -403.8580      21.8638  2642.9
0.9820        -382.0350    -404.7027      22.6677  2740.1
0.9840        -382.0754    -404.9933      22.9179  2770.3
0.9860        -382.1143    -404.6933      22.5790  2729.4
0.9880        -382.1351    -403.9244      21.7893  2633.9
0.9900        -382.1404    -402.9603      20.8199  2516.7
0.9920        -382.1291    -402.1040      19.9749  2414.6
0.9940        -382.1081    -401.6073      19.4992  2357.1
0.9960        -382.0894    -401.5991      19.5097  2358.3
0.9980        -382.0787    -402.0296      19.9509  2411.7
1.0000        -382.0749    -402.7252      20.6503  2496.2
1.0020        -382.0797    -403.5088      21.4292  2590.4
1.0040        -382.0980    -404.2603      22.1623  2679.0
1.0060        -382.1337    -404.8890      22.7553  2750.7
1.0080        -382.1832    -405.2827      23.0994  2792.3
1.0100        -382.2321    -405.3300      23.0980  2792.1
1.0120        -382.2701    -405.0245      22.7544  2750.6
1.0140        -382.2967    -404.5091      22.2123  2685.0
1.0160        -382.3214    -403.9850      21.6636  2618.7
1.0180        -382.3461    -403.5412      21.1951  2562.1
1.0200        -382.3551    -403.1385      20.7835  2512.3
1.0220        -382.3512    -402.7875      20.4363  2470.3
1.0240        -382.3396    -402.5614      20.2217  2444.4
1.0260        -382.3290    -402.5330      20.2040  2442.3
1.0280        -382.3264    -402.7025      20.3761  2463.1
1.0300        -382.3311    -402.9546      20.6235  2493.0
1.0320        -382.3361    -403.1251      20.7890  2513.0
